,type,position,item_type,item_additionalType,item_brand_type,item_brand_name,item_model,item_bodyType,item_fuelType,item_seatingCapacity,item_color,item_name,item_mainEntityOfPage,item_url,item_image,item_description,item_offers_type,item_offers_price,item_offers_priceCurrency,item_offers_itemCondition,item_offers_seller_type,item_offers_seller_homeLocation_type,item_offers_seller_homeLocation_address_type,item_offers_seller_homeLocation_address_addressLocality,item_offers_seller_homeLocation_address_addressRegion,item_offers_seller_url
3270,ListItem,4,Car,Product,Thing,Volkswagen,Beetle,Coupe,Petrol - Unleaded (ULP),4,Red,2013 Volkswagen The Beetle 1.2 TSI Full Service Record 1 Year Warranty,https://www.carlist.my/used-cars/2013-volkswagen-the-beetle-1-2-tsi-full-service-record-1-year-warranty/7746773,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_7746773,['https://img1.icarcdn.com/3776477/thumb-l_used-car-carlist-volkswagen-the-beetle-tsi-coupe-malaysia_000003776477_1863f354_af58_42ef_8a14_b35f629da6e5.jpg?smia=xTM'],***welcome to view & test drive***  ***free gift 2021 promotion***  ...,Offer,68676,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Chan Sow Lin,Kuala Lumpur,https://www.carlist.my/dealer/prestige_cartrade
3271,ListItem,5,Car,Product,Thing,Volkswagen,Beetle,Coupe,Petrol - Unleaded (ULP),4,Red,2013 Volkswagen The Beetle 1.2 TSI Coupe 2014,https://www.carlist.my/used-cars/2013-volkswagen-the-beetle-1-2-tsi-coupe-2014/9293224,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9293224,['https://img1.icarcdn.com/4223929/thumb-l_used-car-carlist-volkswagen-the-beetle-tsi-coupe-malaysia_000004223929_b1e31582_23c1_4595_9e4b_8ac93178b417.JPG.webp?smia=xTM'],#nl automobile sdn bhd  #nl automobile sdn bhd  #nl automobile sdn bhd    ### ...,Offer,68888,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Klang,Selangor,https://www.carlist.my/dealer/nlautomobile
3272,ListItem,6,Car,Product,Thing,Volkswagen,Passat,Sedan,Petrol - Unleaded (ULP),5,Grey,2017 Volkswagen Passat 1.8 280 TSI Comfortline Plus Sedan,https://www.carlist.my/used-cars/2017-volkswagen-passat-1-8-280-tsi-comfortline-plus-sedan/9510198,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9510198,['https://img1.icarcdn.com/8910159/thumb-l_used-car-carlist-volkswagen-passat-280-tsi-comfortline-plus-sedan-malaysia_000008910159_28128fc6_bab9_4c76_9f0a_5043626dbea8.jpg.webp?smia=xTM'],We open monday to sunday  9.30a.m to 6.30p.m    call now for more details  ...,Offer,92800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Ipoh,Perak,https://www.carlist.my/dealer/primamotorent
3273,ListItem,7,Car,Product,Thing,Volkswagen,Polo,Hatchback,Petrol - Unleaded (ULP),5,Yellow,Volkswagen Polo 1.6 Allstar Hatchback * WARRANTY,https://www.carlist.my/used-cars/volkswagen-polo-1-6-allstar-hatchback-warranty/9329215,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9329215,['https://img1.icarcdn.com/5129239/thumb-l_used-car-carlist-volkswagen-polo-allstar-hatchback-malaysia_000005129239_481b29fe_6298_4946_9d1c_7f4f4aa4622b.JPG.webp?smia=xTM'],"Maju era motorsport (m) sdn bhd!!!    address - lot 10,sungai besi auto world ...",Offer,38800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/majuera2
3274,ListItem,8,Car,Product,Thing,Volkswagen,Polo,Hatchback,Petrol - Unleaded (ULP),5,Grey,Volkswagen Polo 1.6 Comfortline Hatchback *WARRANTY * TIP TOP COND,https://www.carlist.my/used-cars/volkswagen-polo-1-6-comfortline-hatchback-warranty-tip-top-cond/9313981,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9313981,['https://img1.icarcdn.com/1893139/thumb-l_used-car-carlist-volkswagen-polo-comfortline-hatchback-malaysia_000001893139_6ab43c07_77b9_4569_9a9c_241375c81470.JPG.webp?smia=xTM'],"Maju era motorsport (m) sdn bhd!!!    address - lot 10,sungai besi auto world ...",Offer,34800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/majuera2
3275,ListItem,9,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Green,2010 Volkswagen Golf 2.0 GTi Hatchback,https://www.carlist.my/used-cars/2010-volkswagen-golf-2-0-gti-hatchback/9509643,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9509643,['https://img1.icarcdn.com/3469059/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000003469059_49fa02e4_7b36_45f7_966d_47081d847ae4.jpg.webp?smia=xTM'],Volkswagen golf 2.0 gti  2010 year rm7xxxx nego  offer馃摙offer馃摙offer馃摙    鉁旓笍stage ...,Offer,71800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/yapautosinar
3276,ListItem,10,Car,Product,Thing,Volkswagen,Passat,Sedan,Petrol - Unleaded (ULP),5,Gold,2016 VOLKSWAGEN PASSAT 1.8 TSI (CKD) ENHANCED (A) POWER SEAT,https://www.carlist.my/used-cars/2016-volkswagen-passat-1-8-tsi-ckd-enhanced-a-power-seat/9410266,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9410266,['https://img1.icarcdn.com/6620149/thumb-l_used-car-carlist-volkswagen-passat-tsi-sedan-malaysia_000006620149_5bc9e881_d6d4_4914_a58b_503051948be4.png.webp?smia=xTM'],Volkswagen passat 1.8 tsi enhanced auto sedan offer  sell below market  free ...,Offer,46900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/brianck
3277,ListItem,11,Car,Product,Thing,Volkswagen,Tiguan,SUV,Petrol - Unleaded (ULP),5,Black,Volkswagen Tiguan 2.0 TSI 4MOTION FACE LIFT WARRANTY,https://www.carlist.my/used-cars/volkswagen-tiguan-2-0-tsi-4motion-face-lift-warranty/9501825,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9501825,['https://img1.icarcdn.com/5281059/thumb-l_used-car-carlist-volkswagen-tiguan-tsi-suv-malaysia_000005281059_0a089b4a_60e2_46c0_a2e0_a0eb587e697a.png.webp?smia=xTM'],Volkswagen tiguan 2.0 tsi 4motion suvs offer  sell below market  free warranty  ...,Offer,52900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/brianck
3278,ListItem,12,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Green,2010 Volkswagen Golf 2.0 GTi Hatchback,https://www.carlist.my/used-cars/2010-volkswagen-golf-2-0-gti-hatchback/9508757,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9508757,['https://img1.icarcdn.com/7578059/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000007578059_50df0065_32c2_4135_8591_c4663c6eb44e.jpg.webp?smia=xTM'],Volkswagen golf 2.0 gti stage 2  no hidden fee/鏃犻殣钘忔敹璐 manufacture year ...,Offer,71800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/autosinarjaya1
3279,ListItem,13,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Red,2013 Volkswagen Golf 2.0 GTi MK7 FACELIFT METER TIP TOP,https://www.carlist.my/used-cars/2013-volkswagen-golf-2-0-gti-mk7-facelift-meter-tip-top/9483301,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9483301,['https://img1.icarcdn.com/1033849/thumb-l_used-car-carlist-volkswagen-golf-r-hatchback-malaysia_659900f957d1ab2a2a2428afa2e5cd73_aa4eb241_9e6c_4ea3_91dd_2ff0812e1af2_000001033849_9c9f6c3f_f319_4203_98af_327e4ee4b277.jpg.webp?smia=xTM'],馃挴free touch & go card   馃挴free service and checking  馃挴free polish and wax  馃挴free ...,Offer,115800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Puchong,Selangor,https://www.carlist.my/dealer/carwife
3280,ListItem,14,Car,Product,Thing,Volkswagen,CC,Coupe,Petrol - Unleaded (ULP),5,White,2012 Volkswagen CC 1.8 Sport Coupe,https://www.carlist.my/used-cars/2012-volkswagen-cc-1-8-sport-coupe/9504762,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9504762,['https://img1.icarcdn.com/2674059/thumb-l_used-car-carlist-volkswagen-cc-sport-coupe-malaysia_000002674059_89f2cc14_fbdf_49e0_9576_ddc187a734a5.jpg.webp?smia=xTM'],"2012 volkswagen cc 1.8cc auto     rm48,999    鉁旓笍h&r sport spring   鉁旓笍bilstein ...",Offer,48999,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,
3281,ListItem,15,Car,Product,Thing,Volkswagen,Polo,Hatchback,Petrol - Unleaded (ULP),5,Red,2017 Volkswagen Polo 1.6 Comfortline Hatchback,https://www.carlist.my/used-cars/2017-volkswagen-polo-1-6-comfortline-hatchback/9306357,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9306357,['https://img1.icarcdn.com/7536039/thumb-l_used-car-carlist-volkswagen-polo-comfortline-hatchback-malaysia_000007536039_8df65f95_ef6f_4fc8_a95f_3b57613b3557.png.webp?smia=xTM'],"鉁╯alam sejahtera tuan-tuan & puan-puan鉁  di cassa auto, kita janji kereta ...",Offer,40800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/Cassaautomart
3282,ListItem,16,Car,Product,Thing,Volkswagen,Tiguan,SUV,Petrol - Unleaded (ULP),5,Grey,2017 Volkswagen Tiguan 1.4 280 TSI Highline SUV,https://www.carlist.my/used-cars/2017-volkswagen-tiguan-1-4-280-tsi-highline-suv/9506473,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9506473,['https://img1.icarcdn.com/3746059/thumb-l_used-car-carlist-volkswagen-tiguan-280-tsi-highline-suv-malaysia_000003746059_c944aeb9_84a3_419c_9f8c_de687a9a68de.jpeg.webp?smia=xTM'],Tip top condition   one vip owner   accident free   smooth engine   smooth gear ...,Offer,109800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/Dewenlee2
3283,ListItem,17,Car,Product,Thing,Volkswagen,Jetta,Sedan,Petrol - Unleaded (ULP),5,Grey,Volkswagen Jetta 1.4 TSI Sport FULLSERVICE TIPTOP CONDITION,https://www.carlist.my/used-cars/volkswagen-jetta-1-4-tsi-sport-fullservice-tiptop-condition/9350395,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9350395,['https://img1.icarcdn.com/5930539/thumb-l_used-car-carlist-volkswagen-jetta-tsi-sport-edition-sedan-malaysia_000005930539_b5b0e10b_c8fd_48a3_adea_1fe5afec60b5.jpg.webp?smia=xTM'],"Location : waze : amcar sba sdn bhd , lot m , sungai besi autoworld  website : ...",Offer,34999,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Serdang,Selangor,https://www.carlist.my/dealer/bc87285e-a431-4b4f-882e-89701f0d1cdd
3284,ListItem,18,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,White,Volkswagen Golf GTI 2.0 1OWNER/GOODCONDITION,https://www.carlist.my/used-cars/volkswagen-golf-gti-2-0-1owner-goodcondition/9266670,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9266670,['https://img1.icarcdn.com/0766629/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000000766629_f69ceba9_3a8a_4171_b962_3c7f81da08a2.jpeg.webp?smia=xTM'],Premium selection by cassa - cheras sentral mall   馃憠馃徎you can return car or ...,Offer,80800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/4cfc3ab7-0135-47c3-96b9-c5e0d4fb401b
3285,ListItem,19,Car,Product,Thing,Volkswagen,Tiguan,SUV,Petrol - Unleaded (ULP),5,White,2017 Volkswagen Tiguan 1.4 280 TSI Comfortline SUV POWER BOOT / POWER SEAT / LEATHER SEAT,https://www.carlist.my/used-cars/2017-volkswagen-tiguan-1-4-280-tsi-comfortline-suv-power-boot-power-seat-leather-seat/9412060,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9412060,['https://img1.icarcdn.com/0602149/thumb-l_used-car-carlist-volkswagen-tiguan-280-tsi-comfortline-suv-malaysia_000000602149_501067f8_7bee_48ac_8111_184dfc10914f.jpg.webp?smia=xTM'],Premium selection by cassa - cheras sentral mall   馃憠馃徎you can return car or ...,Offer,103800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/4cfc3ab7-0135-47c3-96b9-c5e0d4fb401b
3286,ListItem,20,Car,Product,Thing,Volkswagen,Tiguan,SUV,Petrol - Unleaded (ULP),5,Silver,Volkswagen TIGUAN 1.4 (A)PADDLE SHIFT F/SERVICE & WARRANT 60KM,https://www.carlist.my/used-cars/volkswagen-tiguan-1-4-a-paddle-shift-f-service-warrant-60km/9296659,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9296659,['https://img1.icarcdn.com/9566929/thumb-l_used-car-carlist-volkswagen-tiguan-280-tsi-comfortline-suv-malaysia_000009566929_14b38e0f_dbc7_46b8_a02d_89eaaf61d377.jpg.webp?smia=xTM'],Premium selection by cassa - cheras sentral mall  馃憠馃徎you can return car or ...,Offer,115800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/4cfc3ab7-0135-47c3-96b9-c5e0d4fb401b
3287,ListItem,21,Car,Product,Thing,Volkswagen,Passat,Sedan,Petrol - Unleaded (ULP),5,White,2016 Volkswagen Passat 1.8 TSI Comfortline Sedan MEMORY & POWER SEAT / 1 OWNER / PADDLE SHIFT,https://www.carlist.my/used-cars/2016-volkswagen-passat-1-8-tsi-comfortline-sedan-memory-power-seat-1-owner-paddle-shift/9370476,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9370476,['https://img1.icarcdn.com/6740739/thumb-l_used-car-carlist-volkswagen-passat-280-tsi-comfortline-sedan-malaysia_000006740739_94f0dabc_03cf_4ad2_a061_7480adc97b75.jpg.webp?smia=xTM'],Premium selection by cassa - cheras sentral mall   馃憠馃徎you can return car or ...,Offer,51800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/4cfc3ab7-0135-47c3-96b9-c5e0d4fb401b
3288,ListItem,22,Car,Product,Thing,Volkswagen,Passat,Sedan,Petrol - Unleaded (ULP),5,Silver,2013 Volkswagen Passat 1.8 TSI Sport Sedan YEAR END CAR/MALAY OWNER/FREE WARRANTY,https://www.carlist.my/used-cars/2013-volkswagen-passat-1-8-tsi-sport-sedan-year-end-car-malay-owner-free-warranty/9032795,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_9032795,['https://img1.icarcdn.com/5972309/thumb-l_used-car-carlist-volkswagen-passat-tsi-sport-sedan-malaysia_000005972309_6d3d5065_e9fc_4da2_b318_d595a25183a7.png.webp?smia=xTM'],Premium selection by cassa - cheras sentral mall   馃憠馃徎you can return car or ...,Offer,33800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/4cfc3ab7-0135-47c3-96b9-c5e0d4fb401b
3289,ListItem,23,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,White,Volkswagen GOLF 2.0 GTi WARRANTY / PADDLE SHIFT / LATHER SEAT,https://www.carlist.my/used-cars/volkswagen-golf-2-0-gti-warranty-paddle-shift-lather-seat/8834617,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_8834617,['https://img1.icarcdn.com/7164388/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000007164388_267bf7ed_8625_4db5_b65f_6eacc12ec188.jpeg.webp?smia=xTM'],馃憠馃徎you can return car or change car in 5 days (t&c apply)  (anda boleh pulangkan ...,Offer,75800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/4cfc3ab7-0135-47c3-96b9-c5e0d4fb401b
3290,ListItem,24,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Grey,2014 Volkswagen Golf 2.0 GTi TSI (TECH PACK) Stage1,https://www.carlist.my/used-cars/2014-volkswagen-golf-2-0-gti-tsi-tech-pack-stage1/8456665,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_8456665,['https://img1.icarcdn.com/5666548/thumb-l_used-car-carlist-volkswagen-golf-gti-advanced-hatchback-malaysia_000005666548_2c70949c_d9d4_4ac6_83b2_5672423bb6a1.jpg.webp?smia=xTM'],Volkswagen golf 2.0 gti tsi (tech pack) stage1    excellent condition !    we ...,Offer,118800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/nivenmotorsdnbhd
3291,ListItem,25,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Black,Mil-57K 2012 Volkswagen Golf 2.0 R STAGE 3,https://www.carlist.my/used-cars/mil-57k-2012-volkswagen-golf-2-0-r-stage-3/8870724,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=19&page_size=25#listing_8870724,['https://img1.icarcdn.com/4270788/thumb-l_used-car-carlist-volkswagen-golf-r-hatchback-malaysia_000004270788_e2110171_81a6_4026_8ce5_3f35250a2c31.jpg.webp?smia=xTM'],Volkswagen golf 2.0 r    excellent condition !    we offer best price in town ! ...,Offer,123800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/nivenmotorsdnbhd
3292,ListItem,1,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Black,2010 Volkswagen Golf 2.0 GTi LADY OWNER GOOD CONDITION ON GEARBOX N ENGINE NO REPAIR NEEDED ORIGINAL,https://www.carlist.my/used-cars/2010-volkswagen-golf-2-0-gti-lady-owner-good-condition-on-gearbox-n-engine-no-repair-needed-original/8545153,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_8545153,['https://img1.icarcdn.com/3515458/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000003515458_94e2aba4_5515_4c01_826c_c5011000e38d.JPG.webp?smia=xTM'],We buying high grade cars and we selling with cheap price.  we provide good ...,Offer,58800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Taman Melati,Kuala Lumpur,https://www.carlist.my/dealer/5d4b21a3-f89f-4c73-bffe-fa7af372e29d
3293,ListItem,2,Car,Product,Thing,Volkswagen,Passat,Sedan,Petrol - Unleaded (ULP),5,Grey,2012 Volkswagen Passat 1.8 TSI Sport Sedan,https://www.carlist.my/used-cars/2012-volkswagen-passat-1-8-tsi-sport-sedan/9352998,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9352998,['https://img1.icarcdn.com/8992539/thumb-l_used-car-carlist-volkswagen-passat-tsi-sport-sedan-malaysia_000008992539_3c43fe1b_081e_4220_83b9_08ee546c3df2.JPG.webp?smia=xTM'],馃摚馃摚 volkswagen passat 2.0 tsi sport   鉁厃ear make 2012 / 鉁卹egister 2012    鈽庯笍 ...,Offer,42800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Selangor,
3294,ListItem,3,Car,Product,Thing,Volkswagen,Polo,Hatchback,Petrol - Unleaded (ULP),5,Red,Volkswagen Polo 1.6 Hatchback FACELIFT *WARRANTY * FULL SERVICE RECORD,https://www.carlist.my/used-cars/volkswagen-polo-1-6-hatchback-facelift-warranty-full-service-record/9235364,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9235364,['https://img1.icarcdn.com/4635329/thumb-l_used-car-carlist-volkswagen-polo-hatchback-malaysia_000004635329_fff4c63e_6f97_4ade_b7b8_cb590d24e9b3.JPG.webp?smia=xTM'],"Maju era motorsport (m) sdn bhd!!!    address - lot 10,sungai besi auto world ...",Offer,38800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/majuera2
3295,ListItem,4,Car,Product,Thing,Volkswagen,Beetle,Coupe,Petrol - Unleaded (ULP),4,Silver,2013/2014 Volkswagen The Beetle 1.2 TSI Coupe (MID YEAR SALES),https://www.carlist.my/used-cars/2013-2014-volkswagen-the-beetle-1-2-tsi-coupe-mid-year-sales/9282485,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9282485,['https://img1.icarcdn.com/5842829/thumb-l_used-car-carlist-volkswagen-the-beetle-tsi-coupe-malaysia_000005842829_a953856d_017e_49b2_8484_3612bd07ef7a.jpeg.webp?smia=xTM'],Direct owner 13/14 volkswagen beetle 1.2cc    *direct owner*   vehicle ...,Offer,59800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/33657e39-e5c2-47e4-8d82-12102a6d0072
3296,ListItem,5,Car,Product,Thing,Volkswagen,Polo,Sedan,Petrol - Unleaded (ULP),5,Silver,Volkswagen POLO 1.6 A NEW F/LIFT DVD RevCAM WRRNTY,https://www.carlist.my/used-cars/volkswagen-polo-1-6-a-new-f-lift-dvd-revcam-wrrnty/9518966,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9518966,['https://img1.icarcdn.com/6698159/thumb-l_used-car-carlist-volkswagen-polo-sedan-malaysia_000006698159_f5ebbc3f_ed54_4ca2_85e2_8943433e7f90.jpg.webp?smia=xTM'],"Assalamualaikum, salam sejahtera & salam hormat kepada tuan tuan dan puan puan ...",Offer,32700,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/publicauto
3297,ListItem,6,Car,Product,Thing,Volkswagen,Tiguan,SUV,Petrol - Unleaded (ULP),5,Silver,2017 Volkswagen Tiguan 1.4 280 TSI HIGHLINE SUV (Full Service/Under Warranty),https://www.carlist.my/used-cars/2017-volkswagen-tiguan-1-4-280-tsi-highline-suv-full-service-under-warranty/9272850,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9272850,['https://img1.icarcdn.com/0582729/thumb-l_used-car-carlist-volkswagen-tiguan-280-tsi-comfortline-suv-malaysia_000000582729_f6795730_36c1_4d88_89d1_2d27a88c5d94.jpeg.webp?smia=xTM'],****true year made 2017/register 2017****    located at sri kembangan equine ...,Offer,99888,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Seri Kembangan,Selangor,https://www.carlist.my/dealer/nettesauto
3298,ListItem,7,Car,Product,Thing,Volkswagen,Beetle,Coupe,Petrol - Unleaded (ULP),4,White,2014 Volkswagen The Beetle 1.2 TSI (1 lady Owner/Full Service Record),https://www.carlist.my/used-cars/2014-volkswagen-the-beetle-1-2-tsi-1-lady-owner-full-service-record/9502175,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9502175,['https://img1.icarcdn.com/5712059/thumb-l_used-car-carlist-volkswagen-the-beetle-tsi-coupe-malaysia_000005712059_576d8b43_d595_43b3_994c_abea6b1640e7.jpg.webp?smia=xTM'],****true year made 2014/register 2015****    located at sri kembangan equine ...,Offer,76999,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Seri Kembangan,Selangor,https://www.carlist.my/dealer/nettesauto
3299,ListItem,8,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,White,"2010 Volkswagen Golf (A) 2.0 GTi (Powerful Car, Accident & Flood Free, Condition Nice, Free Warranty)",https://www.carlist.my/used-cars/2010-volkswagen-golf-a-2-0-gti-powerful-car-accident-flood-free-condition-nice-free-warranty/9340791,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_9340791,['https://img1.icarcdn.com/1970439/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000001970439_f0312938_fad7_4f38_ac9a_290c28a2e0c1.JPG.webp?smia=xTM'],"-climatronic air-conditioning system 2 zone temp.  -seat trim, leather  -vienna ...",Offer,65800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/4e05c0a6-e8d9-4a8c-a430-89344aaee06e
3300,ListItem,9,Car,Product,Thing,Volkswagen,Polo,Hatchback,Petrol - Unleaded (ULP),5,White,2012 Volkswagen Polo 1.4 GTi AT PREMIUM HATCHBACK,https://www.carlist.my/used-cars/2012-volkswagen-polo-1-4-gti-at-premium-hatchback/8791266,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_8791266,['https://img1.icarcdn.com/6621978/thumb-l_used-car-carlist-volkswagen-polo-gti-hatchback-malaysia_000006621978_a419c879_de06_4475_94c0_5400803d25f2.jpeg.webp?smia=xTM'],Jc success motor    kent lee : ****  kent lee : ****  ben : ****  ben : ****  ...,Offer,48800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/293ce0e1-2fa6-4c28-bb1d-6e48ec9ba32d
3301,ListItem,10,Car,Product,Thing,Volkswagen,Golf,Hatchback,Petrol - Unleaded (ULP),5,Grey,2010 Volkswagen Golf 2.0 GTi Hatchback,https://www.carlist.my/used-cars/2010-volkswagen-golf-2-0-gti-hatchback/8502271,https://www.carlist.my/used-cars-for-sale/volkswagen/malaysia?page_number=17&page_size=25#listing_8502271,['https://img1.icarcdn.com/1722058/thumb-l_used-car-carlist-volkswagen-golf-gti-hatchback-malaysia_000001722058_aec87b28_d9fd_4ad9_82bb_fde477b16f65.jpg.webp?smia=xTM'],Volkswagen golf 2.0 gti (a)    - careful owner  - year made 2010  - smooth ...,Offer,63800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Petaling Jaya,Selangor,https://www.carlist.my/dealer/soonmeng
